	ExoRNeasy1_1	ExoRNeasy2_2	ExoRNeasy3_3	ExoRNeasy1_145	Nor1	Nor2	Nor3
hsa-miR-223-5p	1581.57313978505	1273.59431412305	1313.84714962174	1369.45975425542	2654.86456256106	3119.38147293406	1854.82245405362
hsa-let-7d-5p	3330.16585683189	2807.63457471023	2882.40711928808	2372.18842836042	1753.133313034	1748.22478153448	1332.6169425391
hsa-miR-328-3p	1139.59616322156	770.429108650451	862.057257133889	1156.35926173558	425.00201528097	395.63583699759	538.843097184557
hsa-miR-181a-5p	1926.97417031282	1851.75704344657	2055.05525855929	2220.20978253232	1876.16021219428	1636.81830035826	2688.31182649148
hsa-miR-185-5p	1556.57701257581	1828.57599061992	1956.51672233766	1475.18402961411	1614.72805147868	1365.44353851876	4420.7675214235
hsa-miR-484	893.043453930353	1037.69301182831	1122.96746939368	1179.48644697029	890.546985967032	679.865192818963	725.613413738567
hsa-let-7c-5p	2362.1340212738	1924.02738461201	2016.63142682507	1584.21218857775	1878.95627808429	1479.70659613539	1176.97501207742
hsa-miR-100-5p	485.152105379466	684.522854057568	574.498258348753	629.389826744652	2305.35632631026	2545.20960841049	2296.52351877761
hsa-miR-26b-5p	2414.39865089313	2763.31785607104	2088.52117652136	2654.6704765844	1734.95888474896	2081.01593684292	1589.69447595683
hsa-let-7e-5p	3669.88594935756	2776.95376949848	2803.70023815508	2540.68649221332	1370.07228610313	1918.19107973922	1058.90182345133
hsa-miR-320b	213.603268879016	231.810528266507	272.685257468664	320.476709681004	873.770590626994	774.132215352684	1698.64382728
hsa-miR-224-5p	1903.114230704	1818.34905554934	1765.01730288808	1891.47336383892	1434.38180157327	1296.88570394878	918.824086035819
hsa-miR-134-5p	1005.52602637196	964.740874991493	972.990577785914	1245.56411906947	771.714185641761	555.604117660875	1043.8743267171
hsa-miR-20a-5p	1486.13338134975	894.515920840169	978.568230779591	979.601488870286	806.665009266841	1408.29218512499	824.902231446877
hsa-miR-92b-3p	229.5098952849	235.219506623368	264.628647588908	234.575735952075	717.190900786637	508.470606394014	446.531331531426
hsa-miR-199a-3p|hsa-miR-199b-3p	1174.81797883459	1042.46558152791	1001.49858197582	725.202451288458	1377.06245082814	1365.44353851876	1380.38291430148
hsa-miR-432-5p	1408.87262452117	1198.59679027212	1439.03447236872	1599.07966480006	1217.68669509778	1241.18246336067	865.691151154074
hsa-miR-629-5p	176.109078065146	439.07641236362	450.550414044815	783.020414375237	953.458468492176	821.265726619545	1071.24583862587
hsa-miR-126-5p	1321.3861792888	1236.09555219758	995.301189760623	733.462160300855	959.050600272188	678.436904598755	682.677708783622
hsa-miR-486-3p	651.03549504083	1129.73542746354	1140.32016759623	556.704387435559	622.12466052642	754.136180269774	863.00766959439
hsa-miR-3615	353.354343730712	449.303347434201	384.858056563728	383.250498175221	441.778410621008	457.052230466529	742.250999408608
hsa-miR-30e-3p	1847.4410382834	1756.30564945448	1778.03182653999	1306.68596576121	1321.14113302801	848.403202803495	944.048812696849
hsa-miR-543	838.506449110178	1014.51195900166	1058.51459035563	849.098086474413	603.950232241378	934.10049601597	960.68639836689
hsa-miR-150-5p	706.708687461424	677.704897343848	784.589854443928	1466.92432060171	416.613817610951	138.543957360167	317.187520354655
hsa-miR-103a-3p	2217.83819602042	2172.88280466282	1836.90705258436	1833.65540075214	1245.64735399784	1138.3457115057	902.723196677714
hsa-miR-125b-5p	79.5331320294207	114.541672790509	124.567583525458	189.973307285131	819.247305771869	415.6318720805	491.613821734118
hsa-miR-340-5p	1231.6273588556	1859.93859150303	1760.05938911592	1214.17722482236	1430.18770273826	2163.85665361498	1004.69549594571
hsa-miR-106b-3p	749.883816277395	669.523349287383	733.151499057794	708.683033263664	710.200736061621	845.54662636308	616.664062415395
hsa-miR-183-5p	424.934162557191	513.392140543176	459.84650236761	533.577202200847	668.259747711525	329.934578868026	492.687214357992
hsa-miR-7-5p	670.350684247975	664.750779587778	718.277757741321	925.087409388466	781.500416256783	487.046283090895	427.746960613637
hsa-miR-4433b-5p	472.654041774843	266.582107506483	189.640201785025	191.625249087611	311.761346735711	454.195654026114	260.297711289353
hsa-miR-574-5p	826.008385505555	753.384216866149	1073.3883316721	1252.17188627939	858.392228231959	651.299428414805	492.687214357992
hsa-miR-193a-5p	18.1790016067247	46.3621056533015	1.23947844303938	29.7349524446292	148.191492170338	147.113686681414	246.343607178996
hsa-miR-361-3p	915.767205938759	760.202173579869	1146.51755981143	1222.43693383476	430.594147060983	421.345024961332	626.324596030257
hsa-miR-382-5p	881.68157792615	532.482419341595	617.260264633612	723.550509485978	542.436782661238	567.030423422538	770.159207629322
hsa-miR-152-3p	981.666086763136	912.924403967215	1023.80919395053	1004.38061590748	457.156773016043	624.161952230854	652.086019003224
hsa-miR-93-5p	748.747628676975	685.204649728941	719.51723618436	682.251964423993	381.662993985871	507.042318173806	435.79740529269
hsa-miR-16-5p	438.568413762234	648.387683474848	504.467726317028	371.686905557866	693.424340721582	557.032405881083	638.668611204804
hsa-miR-379-5p	769.19900548454	867.244093985286	905.439002640268	581.48351447275	630.512858196439	567.030423422538	479.806502871508
hsa-miR-186-5p	697.619186658062	559.754246196478	641.43009427288	723.550509485978	686.434175996566	712.715821883744	1059.43851976326
hsa-miR-1-3p	421.52559975593	344.3068140429	304.911696987688	227.967968742158	293.58691845067	352.787190391352	485.710162302813
hsa-miR-199a-5p	1649.74439581027	1638.35499830711	1654.70372145757	1817.13598272734	1398.03294500319	845.54662636308	1064.80548288263
hsa-miR-320c	109.074009640348	149.313252030486	115.891234424182	140.415053210749	429.196114115979	385.637819456134	645.645663259982
hsa-miR-130b-5p	1329.33949249175	1139.28056686275	1165.72947567854	991.165081487642	829.033536386892	707.002669002913	503.421140596728
hsa-miR-2110	318.132528117683	249.537215722181	247.895688607876	310.565058866128	314.557412625718	284.229355821373	467.462487696961
hsa-miR-342-5p	445.385539364756	385.214554325225	320.40517752568	697.119440646308	294.984951395673	322.793137766986	478.733110247634
hsa-miR-181b-5p	265.867898498349	239.992076322972	260.91021225979	370.034963755386	324.34364324074	411.347007419877	364.953492117031
hsa-miR-363-3p	297.681151310118	332.034491958203	306.151175430727	315.520884273566	321.547577350734	321.364849546779	522.205511514516
hsa-miR-335-3p	998.70890076944	1119.50849239296	1021.94997628597	692.16361523887	589.969902791346	464.193671567569	260.297711289353
hsa-miR-29a-3p	272.685024100871	250.219011393553	210.091596095175	183.365540075214	443.176443566011	567.030423422538	592.512728378238
hsa-miR-4446-3p	440.840788963075	424.758703264806	422.042409854909	480.715064521506	265.626259550606	321.364849546779	252.247266610301
hsa-miR-150-3p	109.074009640348	79.7700935505334	131.384714962174	122.243693383476	88.076075535201	65.7012581295636	207.701472719545
hsa-miR-182-5p	1008.93458917322	1187.00626385879	918.453526292181	609.5665251149	761.927955026739	614.163934689399	596.806298873733
hsa-miR-485-5p	363.580032134495	332.034491958203	290.657694892735	495.582540743821	412.419718775941	254.235303197007	315.577431418844
hsa-miR-4433b-3p	593.089927419394	893.152329497425	982.286666108709	1414.06218292237	265.626259550606	239.952420994928	348.852602758926
hsa-miR-215-5p	3.40856280126089	17.7266874556741	14.8737413164726	42.9504868644645	450.166608291027	522.753488596093	799.14080847391
hsa-miR-139-3p	338.583904925248	389.305328353458	450.550414044815	454.283995681836	427.798081170976	331.362867088234	405.742411824228
hsa-miR-223-3p	348.809593329031	338.170653000552	389.815970335885	241.183503161993	357.896433920817	227.097827013057	133.100685360329
hsa-miR-17-5p	572.638550611829	502.483409801223	585.033825114588	673.992255411596	413.817751720944	301.368814463868	244.196821931249
hsa-miR-1301-3p	431.751288159712	533.164215012967	502.608508652469	345.255836718195	294.984951395673	189.962333287651	221.118880517966
hsa-miR-30c-5p	2360.99783367338	2302.42398222351	2246.55467800888	1387.6311140827	1445.5660651333	762.705909591021	250.100481362553
hsa-miR-330-3p	257.914585295407	419.304337893829	499.50981254487	422.897101434727	239.063633595546	142.82882202079	364.416795805094
hsa-miR-1246	262.459335697088	120.677833832858	68.1713143671659	56.1660212842997	465.544970686062	295.655661583036	374.077329419957
hsa-miR-1273h-3p	274.957399301712	109.087307419533	108.454363765946	285.785931828937	132.813129775303	198.532062608899	149.201574718433
hsa-miR-320d	42.038941215551	21.8174614839066	26.029047303827	24.779127037191	130.017063885297	117.119634057048	276.935296959394
hsa-miR-98-5p	1189.58841764005	963.377283648749	884.367869108598	1134.88401830335	967.438797942208	811.26770907809	431.503834797195
hsa-miR-654-3p	327.222028921045	302.035482417832	403.450233209318	287.437873631416	349.508236250798	214.243233031186	213.068435838914
hsa-miR-144-3p	426.070350157611	501.119818458479	650.726182595675	345.255836718195	668.259747711525	668.438887057299	647.255752195793
hsa-miR-142-5p	569.229987810568	520.210097256897	605.485219424737	488.974773533903	563.407276836286	564.173846982122	410.57267863166
hsa-miR-323b-3p	192.01570447103	355.897340456226	305.531436209207	203.188841704967	356.498400975814	175.679451085572	235.60968094026
hsa-miR-140-5p	347.673405728611	312.944213159785	252.853602380034	170.150005655378	199.918711135456	398.492413438005	172.816212443653
hsa-miR-425-5p	473.790229375263	336.807061657808	477.818939791681	378.294672767783	178.948216960408	317.079984886155	223.80236207765
hsa-miR-654-5p	211.330893678175	242.037463337088	288.178738006656	341.951953113236	209.704941750479	217.099809471602	180.866657122705
hsa-miR-483-5p	34.0856280126089	16.3630961129299	24.7895688607876	49.5582540743821	79.6878778651818	35.7072055051976	159.935500957169
hsa-miR-941	178.381453265986	182.039444256345	277.023432019302	265.962630199184	177.550184015405	294.227373362828	390.714915089998
hsa-miR-6852-5p	172.700515263885	162.949165457927	246.656210164837	151.978645828105	97.8623061502233	261.376744298047	159.935500957169
hsa-miR-671-3p	352.218156130292	222.265388867298	440.01484727898	526.969434990929	293.58691845067	168.538009984533	284.449045326509
hsa-miR-6842-3p	195.424267272291	107.723716076789	167.329589810316	138.76311140827	113.240668545258	71.4144110103952	73.527394735343
hsa-miR-433-3p	210.194706077755	149.995047701858	207.612639209096	244.487386766952	39.1449224600893	168.538009984533	139.541041103571
hsa-miR-424-3p	107.937822039928	56.5890407238827	96.059579335552	44.6024286669439	174.754118125399	131.402516259127	79.4310541666479
hsa-miR-139-5p	473.790229375263	450.666938776945	350.772399380145	507.146133361177	423.603982335967	284.229355821373	178.183175563021
hsa-miR-501-3p	54.5370048201742	80.4518892219055	67.5515751456462	104.072333556202	170.560019290389	141.400533800583	310.210468299476
hsa-miR-181a-2-3p	299.953526510958	414.531768194225	443.733282608098	508.798075163656	286.596753725654	284.229355821373	339.192069144064
hsa-miR-144-5p	224.965144883219	284.99059063353	222.486380525569	158.586413038023	163.569854565373	104.265040075177	85.8714099098896
hsa-miR-155-5p	438.568413762234	342.943222700156	508.805900867666	530.273318595888	292.188885505667	175.679451085572	144.371307911002
hsa-miR-142-3p	681.712560252178	576.117342309408	452.409631709374	508.798075163656	262.8301936606	408.490430979461	316.650824042718
hsa-miR-197-3p	103.393071638247	105.678329062672	141.300542506489	29.7349524446292	239.063633595546	192.818909728067	48.8393643862497
hsa-miR-30a-3p	74.9883816277395	155.449413072834	216.908727531892	218.056317927281	230.675435925526	117.119634057048	250.63717767449
hsa-miR-19b-3p	222.692769682378	177.266874556741	185.302027234387	112.332042568599	195.724612300447	422.77331318154	216.825310022471
hsa-miR-760	5.68093800210148	90.6788242924867	96.059579335552	61.1218466917379	44.7370542401021	81.4124285518506	72.4540021114693
hsa-miR-493-3p	165.883389661363	263.854924820995	226.204815854687	272.570397409101	130.017063885297	61.4163934689399	135.784166920013
hsa-miR-769-5p	155.657701257581	147.267865016369	124.567583525458	175.105831062817	202.714777025463	158.539992443077	243.123429307375
hsa-miR-370-3p	847.595949913541	782.019635063776	882.508651444039	892.048573338877	180.346249905412	311.366832005323	406.815804448102
hsa-miR-22-5p	55.6731924205945	66.8159757944639	59.4949652658903	18.1713598272734	48.9311530751117	108.549904735801	128.270418552898
hsa-miR-107	64.7626932239569	124.768607861091	102.256971550749	84.2490319264495	46.1350871851053	85.6972932124743	140.614433727444
hsa-miR-4732-5p	0	20.4538701411624	0	0	8.38819767001914	58.5598170285241	123.976848057403
hsa-miR-1180-3p	0	8.18154805646496	17.972437424071	57.8179630867791	58.717383690134	22.8526115233265	144.908004222939
hsa-miR-23a-3p	204.513768075653	322.489352558994	125.187322746977	117.287867976038	185.938381685424	119.976210497464	185.160227618199
hsa-miR-889-3p	152.24913845632	145.222478002253	126.426801190017	69.3815557041349	96.4642732052201	121.404498717672	52.0595422578706
hsa-miR-338-5p	92.031195634044	63.4069974376035	74.9884458038825	62.7737884942173	92.2701743702106	224.241250572641	179.256568186895
hsa-miR-340-3p	287.455462906335	250.900807064926	265.868126031947	237.879619557034	250.247897155571	169.966298204741	57.4265053772387
hsa-miR-450b-5p	0	14.3177090988137	9.29608832279535	0	53.1252519101212	0	106.802566075425
hsa-let-7b-3p	17.0428140063044	16.3630961129299	55.7765299367721	100.768449951244	134.211162720306	95.6953107539296	24.1513340371564
hsa-let-7a-3p	111.346384841189	141.131703974021	205.133682323017	148.674762223146	229.277402980523	324.221425987194	230.242717820891
hsa-miR-7706	43.1751288159712	14.9995047701858	25.4093080823073	41.2985450619851	2.79606589000638	11.4263057616632	52.5962385698074
hsa-miR-345-5p	36.3580032134495	39.5441489395807	11.1553059873544	59.4699048892585	50.3291860201148	24.2808997435344	95.5319435247522
hsa-miR-493-5p	316.996340517263	378.396597611504	394.773884108043	292.393699038854	265.626259550606	389.922684116758	143.834611599065
hsa-miR-381-3p	163.611014460523	197.720744697903	228.064033519246	374.990789162824	227.87937003552	175.679451085572	260.83440760129
hsa-miR-1224-5p	9.08950080336237	14.9995047701858	0	9.91165081487642	16.7763953400383	9.99801754145533	30.0549934684614
hsa-miR-95-3p	30.677065211348	42.271331625069	23.5500904177482	120.591751580996	131.4150968303	88.5538696528901	127.197025929024
hsa-miR-664a-5p	167.019577261784	111.814490105021	50.1988769430949	84.2490319264495	110.444602655252	122.83278693788	349.9259953828
hsa-miR-194-5p	7.95331320294207	66.8159757944639	35.3251356266223	31.3868942471086	111.842635600255	127.117651598504	140.077737415507
hsa-miR-200a-3p	5.68093800210148	0	8.67634910127566	3.30388360495881	239.063633595546	265.66160895867	332.751713400822
hsa-miR-4732-3p	9.08950080336237	12.9541177560695	0	9.91165081487642	81.085910810185	0	59.5732906249859
hsa-miR-511-5p	0	0	0	33.0388360495881	96.4642732052201	72.8426992306031	71.9173057995325
hsa-miR-485-3p	168.155764862204	87.2698459356263	99.7780146646701	199.884958100008	279.606589000638	269.946473619294	135.784166920013
hsa-miR-1908-5p	95.4397584353049	147.267865016369	68.1713143671659	110.68010076612	78.2898449201787	58.5598170285241	63.3301648085436
hsa-miR-193b-5p	0	6.8179567137208	11.7750452088741	0	34.9508236250798	22.8526115233265	35.9586528997663
hsa-miR-326	65.8988808243772	30.6808052117436	60.7344437089296	75.9893229140525	16.7763953400383	0	26.2981192849037
hsa-miR-145-3p	56.8093800210148	94.7695983207191	44.001484727898	49.5582540743821	380.264961040868	139.972245580375	220.045487894092
hsa-miR-206	15.9066264058841	60.6798147521151	0.61973922151969	0	16.7763953400383	197.103774388691	62.7934684966068
hsa-miR-181d-5p	160.202451659262	56.5890407238827	89.8621871203551	90.8567991363671	156.579689840357	154.255127782454	98.2154250844362
hsa-miR-4326	93.1673832344643	58.6344277379989	45.2409631709374	56.1660212842997	19.5724612300447	51.4183759274846	49.3760606981865
hsa-miR-323a-3p	162.474826860102	207.947679768484	92.9608832279535	23.1271852347116	197.12264524545	127.117651598504	91.2383730292577
hsa-miR-27a-5p	73.8521940273192	41.5895359536969	50.8186161646146	23.1271852347116	26.5626259550606	79.9841403316427	16.1008893581043
hsa-miR-942-5p	96.5759460357252	55.9072450525106	87.3832302342763	115.635926173558	69.9016472501595	157.11170422287	55.2797201294914
hsa-miR-361-5p	97.7121336361455	23.1810528266507	112.172799095064	54.5140794818203	27.9606589000638	14.282882202079	10.1972299267994
hsa-miR-500a-3p	11.361876004203	37.4987619254644	42.1422670633389	28.0830106421498	5.59213178001276	32.8506290647818	69.2338242398485
hsa-miR-628-3p	107.937822039928	60.6798147521151	73.1292281393235	90.8567991363671	27.9606589000638	97.1235989741375	75.1374836711534
hsa-miR-3605-3p	1.1361876004203	33.4079878972319	27.8882649683861	21.4752434322322	27.9606589000638	77.1275638912269	74.0640910472798
hsa-miR-4443	84.0778824311019	160.903778443811	148.117673943206	46.2543704694233	476.729234246088	257.091879637423	63.3301648085436
hsa-miR-339-3p	44.3113164163915	70.2249541513243	159.89271915208	64.4257302966967	30.7567247900702	112.834769396424	82.6512320382687
hsa-miR-369-5p	14.7704388054638	5.45436537097664	53.9173122722131	19.8233016297528	0	0	12.3440151745466
hsa-miR-92b-5p	36.3580032134495	7.49975238509288	14.8737413164726	29.7349524446292	0	25.7091879637423	31.128386092335
hsa-miR-106b-5p	32.9494404121886	42.271331625069	30.3672218544648	69.3815557041349	23.7665600650542	35.7072055051976	74.0640910472798
hsa-miR-335-5p	69.3074436256381	72.2703411654405	91.7214047849142	57.8179630867791	25.1645930100574	15.711170422287	15.5641930461675
hsa-miR-425-3p	78.3969444290004	66.8159757944639	118.989930531781	175.105831062817	72.6977131401659	61.4163934689399	92.3117656531313
hsa-miR-6741-5p	10.2256884037827	9.54513939920912	28.5080041899058	28.0830106421498	41.9409883500957	0	22.541245101346
hsa-miR-99b-3p	60.2179428222757	57.2708363952547	105.975406879867	122.243693383476	55.9213178001276	29.994052624366	106.265869763488
hsa-miR-1468-5p	43.1751288159712	27.9536225262553	19.2119158671104	14.8674762223146	78.2898449201787	0	57.9632016891755
hsa-miR-615-3p	22.7237520084059	0	0	0	29.358691845067	111.406481176217	41.3256160191344
hsa-miR-877-5p	94.3035708348846	67.4977714658359	112.792538316584	208.144667112405	40.5429554050925	114.263057616632	77.8209652308374
hsa-miR-7110-3p	0	6.13616104234872	13.6342628734332	0	1.39803294500319	27.1374761839502	0
hsa-miR-195-3p	15.9066264058841	17.044891784302	0	18.1713598272734	18.1744282850415	11.4263057616632	57.9632016891755
hsa-miR-30d-3p	0	19.0902787984182	18.5921766455907	0	0	11.4263057616632	3.22017787162086
hsa-miR-302b-3p	1.1361876004203	2.04538701411624	7.43687065823628	47.9063122719027	96.4642732052201	35.7072055051976	30.5916897803982
hsa-miR-20b-5p	55.6731924205945	20.4538701411624	26.6487865253467	33.0388360495881	19.5724612300447	69.9861227901873	21.4678524774724
hsa-miR-374b-5p	179.517640866407	87.2698459356263	123.328105082418	14.8674762223146	0	77.1275638912269	1.07339262387362
hsa-miR-421	13.6342512050436	64.0887931089755	34.085657183583	56.1660212842997	111.842635600255	114.263057616632	54.2063275056178
hsa-miR-576-3p	18.1790016067247	31.3626008831157	80.5660987975597	102.420391753723	127.22099799529	72.8426992306031	144.371307911002
hsa-miR-125b-2-3p	0	8.86334372783704	0	1.6519418024794	40.5429554050925	28.5657644041581	27.9082082207141
hsa-miR-185-3p	36.3580032134495	107.041920405417	70.6502712532447	168.498063852899	67.1055813601531	49.9900877072767	107.339262387362
hsa-miR-24-2-5p	84.0778824311019	43.6349229678131	82.4253164621188	61.1218466917379	16.7763953400383	41.4203583860292	115.926403378351
hsa-miR-548e-3p	0	82.4972762360217	22.9303511962285	28.0830106421498	46.1350871851053	85.6972932124743	24.1513340371564
hsa-miR-302a-5p	1.1361876004203	8.86334372783704	8.05660987975597	69.3815557041349	155.181656895354	84.2690049922664	53.669631193681
hsa-miR-411-5p	157.930076458421	239.992076322972	112.172799095064	173.453889260337	128.619030940293	105.693328295385	37.5687418355767
hsa-miR-3182	134.070136849595	185.448422613206	220.00742363949	42.9504868644645	152.385591005348	139.972245580375	33.811867652019
hsa-miR-454-5p	54.5370048201742	54.5436537097664	95.4398401140323	33.0388360495881	13.9803294500319	17.1394586424949	4.29357049549448
hsa-miR-23b-5p	0	48.4074926674177	26.6487865253467	26.4310688396704	43.3390212950989	0	56.8898090653019
hsa-miR-652-3p	126.116823646653	91.3606199638587	145.638717057127	84.2490319264495	58.717383690134	58.5598170285241	56.8898090653019
hsa-miR-885-5p	0	0	0	0	4.19409883500957	0	18.7843709177883
hsa-miR-6852-3p	52.2646296193336	0.68179567137208	15.4934805379923	18.1713598272734	23.7665600650542	35.7072055051976	23.0779414132828
hsa-miR-181a-3p	85.2140700315222	91.3606199638587	86.143751791237	52.8621376793409	89.4741084802042	58.5598170285241	73.527394735343
